TABNAME	TCODE	LIFNR	MATNR	ZZMAKER	ZZJSQI	ZZKUBUN	ZZJAPAN	ZZRM_ORIGIN	ZZCATEGORY	ZZPACKING_TYPE	ZZPACKING_SIZE	ZZPACKING_UNIT	ZZINCI_NAME
	ME12	C000303	91124000101	Takasago (Singapore)	Y	2	40001	SG	Fragrance	DRUM	200	KG	FRAGRANCE
	ME12	C019148	91100699800	BASF Care Chemicals (Shanghai)	Y	2	06998	CN	Actives	BOX	25	KG	DIETHYLAMINO HYDROXYBENZOYL HEXYL BENZOATE
	ME12	C000563	91122A83600	T.HASEGAWA	N	2	2A836	JP	Fragrance	DRUM	180	KG	FRAGRANCE
	ME12	C000002	91103500200	JUNSEI CHEMICAL CO., LTD.	Y	4	35002	JP	ALCOHOL & POLYOLS		500	G	Glucose
	ME12	C000002	91103900100	MP Gokyo Food & Chemical Co., Ltd.	Y	4	39001	JP	Polymers		10	KG	Tamarindus Indica Seed Gum
	ME12	C000561	91103600300	Maruzen Pharmaceuticals Co., Ltd. 	Y	2	36003	JP	ACTIVE		5	KG	PEPPERMINT EXTRACT 
	ME12	C000002	91100941100	The Nisshin OilliO Group, Ltd.	N	4	09411	JP	ACTIVE	Bag	10	KG	Lecithin
	ME12	C000563	91122B56301	T.HASEGAWA CO., LTD.	Y	2	2B563	JP	Fragrance	DRUM	180	KG	FRAGRANCE
	ME12	C010164	91100399901	MIWON COMMERCIAL.,LTD.	Y	2	03999	KR	Surfactant	DRUM	200	KG	Cocoyl Fatty Acid/Sodium hydroxide/Dimethylaminopropylamine/Sodium Monochloroacetilate/Sulfuric acid
	ME12	C000002	91100355400	Taiyo Kagaku Co., Ltd	N	4	03554	JP	Surfactant	CAN	15	KG	Methyl Trimethicone
	ME12	C000002	91100376600	NOF CORPORATION	N	4	03766	JP	Surfactant	CAN	10	KG	Titanium Dioxide (and) Aluminum Hydroxide (and) Stearic Acid (treated TiO? powder)
